,ProteinID,FrequencyA,FrequencyB,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyJ,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyO,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyU,FrequencyV,FrequencyW,FrequencyX,FrequencyY,FrequencyZ,Aromaticity,SSfraction,Target,BP,CC,MF,Eigenvector Centrality,Modularity,PageRank
336,O14983,0.09090909090909093,0,0.023976023976023976,0.052947052947052944,0.07892107892107893,0.03596403596403597,0.06693306693306693,0.008991008991008992,0.06993006993006994,0,0.052947052947052944,0.0969030969030969,0.02897102897102897,0.03796203796203796,0,0.04595404595404595,0.022977022977022976,0.05094905094905095,0.04995004995004995,0.06393606393606394,0,0.08491508491508491,0.012987012987012988,0,0.022977022977022976,0,0.07192807192807192,"(0.3236763236763237, 0.2007992007992008, 0.2957042957042957)",0,0.483068206,0.486542015,0.493805878,1.3087954675129745e-05,0.0013736954905111285,3.996145827642677e-05
337,P20594,0.08213944603629418,0,0.014326647564469915,0.051575931232091685,0.062082139446036286,0.04393505253104107,0.07927411652340019,0.025787965616045846,0.04680038204393505,0,0.03724928366762178,0.1212989493791786,0.02196752626552053,0.03724928366762178,0,0.05253104106972302,0.03629417382999045,0.06876790830945559,0.05730659025787966,0.048710601719197714,0,0.06399235912129896,0.014326647564469915,0,0.034383954154727794,0,0.09264565425023877,"(0.3247373447946514, 0.22636103151862463, 0.2874880611270296)",0,0.45816134,0.609203104,0.442202645,1.493489691840452e-05,-0.0005256636607850452,0.00010927800806659582
338,P16615,0.08061420345489444,0,0.027831094049904033,0.04702495201535509,0.07293666026871401,0.04126679462571977,0.06333973128598848,0.012476007677543186,0.07293666026871401,0,0.054702495201535514,0.09213051823416507,0.030710172744721688,0.043186180422264867,0,0.046065259117082535,0.02591170825335893,0.04126679462571977,0.06429942418426103,0.06333973128598848,0,0.08637236084452975,0.015355086372360844,0,0.018234165067178502,0,0.07485604606525911,"(0.32629558541266795, 0.21689059500959695, 0.2763915547024952)",0,0.456991242,0.46745328700000005,0.424929205,0.000661185634714472,0.0006728106094643987,0.0002008219255695608
339,P49281,0.07746478873239436,0,0.01936619718309859,0.03169014084507042,0.04225352112676056,0.06514084507042253,0.08274647887323944,0.017605633802816902,0.06690140845070422,0,0.028169014084507043,0.125,0.028169014084507043,0.036971830985915485,0,0.03873239436619718,0.035211267605633804,0.03169014084507042,0.07746478873239436,0.04401408450704225,0,0.10035211267605634,0.014084507042253518,0,0.036971830985915485,0,0.11619718309859155,"(0.4084507042253521, 0.2359154929577465, 0.272887323943662)",0,0.497560967,0.500866667,0.46454346799999996,0.00029735273565564444,0.0013736954905111279,0.00013907162292837988
340,P54845,0.10126582278481013,0,0.012658227848101266,0.0379746835443038,0.08860759493670886,0.02109704641350211,0.0970464135021097,0.012658227848101266,0.0,0,0.02531645569620253,0.12658227848101267,0.02531645569620253,0.012658227848101266,0,0.08860759493670886,0.05485232067510549,0.10548523206751056,0.0759493670886076,0.0379746835443038,0,0.04219409282700422,0.004219409282700422,0,0.029535864978902957,0,0.05485232067510548,"(0.22362869198312238, 0.2742616033755274, 0.34177215189873417)",0,0.502288005,0.7238560909999999,0.543698828,4.069875861115322e-06,-0.0003504424405233632,0.0010086536799216628
341,Q01974,0.07211028632025451,0,0.030752916224814426,0.05090137857900318,0.05302226935312832,0.03181336161187698,0.06362672322375397,0.028632025450689286,0.04453870625662778,0,0.033934252386002124,0.08589607635206786,0.03181336161187698,0.03923647932131495,0,0.08483563096500531,0.05620360551431601,0.05620360551431601,0.07635206786850478,0.04878048780487805,0,0.06468716861081654,0.010604453870625663,0,0.036055143160127257,0,0.0784729586426299,"(0.2735949098621421, 0.264050901378579, 0.24284199363732767)",0,0.500150879,0.48811098799999997,0.427888145,0.00013236554501800838,-0.0005256636607850452,8.128351444748369e-05
342,P51810,0.10148514851485148,0,0.03217821782178218,0.027227722772277228,0.0396039603960396,0.0396039603960396,0.08168316831683169,0.02227722772277228,0.056930693069306926,0,0.02227722772277228,0.13613861386138615,0.03217821782178218,0.027227722772277228,0,0.0594059405940594,0.0297029702970297,0.04702970297029703,0.08415841584158416,0.056930693069306926,0,0.05198019801980198,0.024752475247524757,0,0.027227722772277228,0,0.09158415841584157,"(0.33663366336633666, 0.2524752475247525, 0.30940594059405946)",0,0.464065647,0.560681829,0.385347155,0.0008402992656561019,-0.0003504424405233632,5.8751424998434876e-05
343,P00973,0.0525,0,0.0275,0.055,0.0625,0.05,0.065,0.015,0.045,0,0.065,0.1075,0.01,0.0325,0,0.06,0.06,0.065,0.0575,0.06,0,0.045,0.0225,0,0.0425,0,0.115,"(0.3125, 0.215, 0.23249999999999998)",0,0.481636237,0.659010436,0.514405309,0.002825357482466175,-0.00017522122026168157,2.9392746786176794e-05
344,Q01968,0.042175360710321866,0,0.0244173140954495,0.05660377358490566,0.07991120976692563,0.05216426193118757,0.04328523862375139,0.022197558268590455,0.057713651498335176,0,0.06437291897891231,0.10543840177580466,0.025527192008879027,0.048834628190898996,0,0.05882352941176471,0.05549389567147614,0.06104328523862375,0.06326304106548279,0.03662597114317425,0,0.06326304106548279,0.01220865704772475,0,0.026637069922308545,0,0.09100998890122086,"(0.3174250832408435, 0.21420643729189787, 0.2530521642619312)",0,0.557087671,0.510755324,0.41413425299999995,0.044868167272843436,-0.0007008848810467263,0.00031338153656936034
345,P11926,0.08676789587852493,0,0.026030368763557483,0.0737527114967462,0.060737527114967466,0.052060737527114966,0.0650759219088937,0.01735357917570499,0.052060737527114966,0,0.06290672451193059,0.07158351409978309,0.028199566160520606,0.0368763557483731,0,0.04772234273318872,0.03470715835140998,0.03904555314533623,0.07158351409978309,0.0455531453362256,0,0.08026030368763558,0.010845986984815618,0,0.0368763557483731,0,0.09978308026030368,"(0.3036876355748373, 0.22125813449023862, 0.2472885032537961)",0,0.48384750299999996,0.707425858,0.461755607,3.5124341008353202e-06,-0.0003504424405233632,3.5825267106863114e-05
346,O15527,0.09855072463768116,0,0.02318840579710145,0.04057971014492753,0.05507246376811594,0.031884057971014484,0.06666666666666668,0.037681159420289864,0.028985507246376805,0,0.034782608695652174,0.11014492753623188,0.014492753623188406,0.014492753623188406,0,0.06666666666666668,0.07246376811594203,0.0782608695652174,0.07536231884057971,0.04057971014492753,0,0.05507246376811594,0.028985507246376805,0,0.026086956521739132,0,0.08695652173913042,"(0.2811594202898551, 0.22318840579710142, 0.2782608695652174)",0,0.51506388,0.604616367,0.427592436,1.9439444012735647e-06,-0.0003504424405233632,3.2139599021898055e-05
347,Q96BI1,0.1108490566037736,0,0.018867924528301886,0.025943396226415096,0.014150943396226415,0.0589622641509434,0.09198113207547168,0.009433962264150943,0.03773584905660377,0,0.021226415094339618,0.17452830188679244,0.03537735849056604,0.007075471698113208,0,0.05660377358490566,0.040094339622641514,0.049528301886792456,0.08018867924528301,0.054245283018867926,0,0.08962264150943396,0.0047169811320754715,0,0.018867924528301886,0,0.08254716981132075,"(0.38443396226415094, 0.2358490566037736, 0.33490566037735847)",0,0.575053516,0.6269106179999999,0.591744843,0.0008775310915196963,-0.00017522122026168157,5.005892653391028e-05
348,P32243,0.06920415224913495,0,0.017301038062283742,0.03806228373702422,0.02422145328719723,0.031141868512110725,0.0657439446366782,0.01384083044982699,0.017301038062283742,0,0.04844290657439446,0.07612456747404844,0.031141868512110725,0.034602076124567484,0,0.07612456747404844,0.07612456747404844,0.04844290657439446,0.1453287197231834,0.08650519031141868,0,0.04152249134948097,0.01384083044982699,0,0.04498269896193772,0,0.08996539792387542,"(0.22491349480968859, 0.3217993079584775, 0.20069204152249137)",0,0.486941322,0.559922397,0.50954215,7.679711539555273e-07,-0.0003504424405233632,3.0701723247568216e-05
349,P23760,0.050104384133611686,0,0.014613778705636744,0.037578288100208766,0.06263048016701461,0.025052192066805846,0.07515657620041752,0.029227557411273482,0.041753653444676415,0,0.04384133611691023,0.06889352818371608,0.022964509394572025,0.029227557411273482,0,0.1002087682672234,0.054279749478079335,0.0709812108559499,0.10855949895615867,0.07515657620041752,0,0.04801670146137787,0.008350730688935281,0,0.033402922755741124,0,0.06680584551148225,"(0.2254697286012526, 0.31315240083507306, 0.2045929018789144)",0,0.558347055,,0.558204942,1.1633383927686818e-05,-0.0014017697620934526,4.374403113909063e-05
350,P23759,0.07722772277227723,0,0.01188118811881188,0.047524752475247525,0.05346534653465346,0.023762376237623763,0.08712871287128712,0.0297029702970297,0.0396039603960396,0,0.047524752475247525,0.07326732673267326,0.02178217821782178,0.0297029702970297,0,0.0891089108910891,0.05148514851485148,0.07128712871287128,0.09504950495049504,0.0594059405940594,0,0.05148514851485148,0.005940594059405941,0,0.033663366336633666,0,0.06336633663366338,"(0.2277227722772277, 0.300990099009901, 0.22574257425742572)",0,0.468845839,,0.6719447609999999,5.6838802721766763e-05,0.0013736954905111242,0.00011213143930719063
351,P55771,0.10557184750733138,0,0.011730205278592377,0.029325513196480937,0.03225806451612903,0.01759530791788856,0.08797653958944282,0.03519061583577713,0.05865102639296187,0,0.03519061583577713,0.06158357771260998,0.014662756598240468,0.03812316715542522,0,0.10263929618768328,0.04398826979472141,0.05278592375366569,0.10557184750733138,0.04398826979472141,0,0.07038123167155426,0.011730205278592377,0,0.04105571847507331,0,0.07038123167155425,"(0.26099706744868034, 0.33431085043988273, 0.21407624633431085)",0,0.503971253,,0.610949781,2.107785757661763e-05,0.0015489167107728106,4.607474154311841e-05
352,Q9BZS1,0.09744779582366588,0,0.02088167053364269,0.027842227378190254,0.04872389791183295,0.04176334106728538,0.06264501160092807,0.039443155452436186,0.016241299303944315,0,0.046403712296983764,0.10904872389791184,0.025522041763341063,0.03016241299303944,0,0.11136890951276103,0.04176334106728538,0.06264501160092807,0.09280742459396753,0.04408352668213457,0,0.05104408352668213,0.02088167053364269,0,0.009280742459396751,0,0.07192575406032482,"(0.24825986078886308, 0.29698375870069604, 0.28074245939675174)",0,0.517596266,0.69600319,0.499610145,1.683296267573349e-05,0.00014714694867934926,7.864917067924294e-05
353,Q9P0J0,0.0625,0,0.0,0.04166666666666666,0.08333333333333333,0.02083333333333333,0.08333333333333333,0.027777777777777776,0.06944444444444445,0,0.04166666666666666,0.1111111111111111,0.04861111111111111,0.02083333333333333,0,0.0625,0.027777777777777776,0.09027777777777778,0.04166666666666666,0.05555555555555555,0,0.034722222222222224,0.034722222222222224,0,0.04166666666666666,0,0.09722222222222222,"(0.3125, 0.20833333333333331, 0.3055555555555556)",0,0.49806145,0.612289683,0.563047096,2.2322350024366983e-08,0.001198474270249442,4.291821770526966e-05
354,Q15154,0.057806324110671936,0,0.014328063241106718,0.05533596837944664,0.11462450592885375,0.02766798418972332,0.03606719367588933,0.018774703557312245,0.033102766798418976,0,0.06422924901185771,0.07855731225296443,0.022727272727272728,0.06719367588932806,0,0.04891304347826087,0.07213438735177866,0.054841897233201584,0.10721343873517787,0.054841897233201584,0,0.05187747035573122,0.005434782608695652,0,0.014328063241106718,0,0.047430830039525695,"(0.21096837944664032, 0.25938735177865613, 0.2737154150197629)",0,0.47416644,0.506386285,0.7619079870000001,0.002677027934062045,0.002284651454169491,0.0002719367683618353
355,Q8WTS1,0.0659025787965616,0,0.022922636103151862,0.051575931232091685,0.0659025787965616,0.045845272206303724,0.0830945558739255,0.025787965616045846,0.05730659025787966,0,0.051575931232091685,0.09742120343839543,0.02005730659025788,0.04011461318051576,0,0.06876790830945559,0.022922636103151862,0.05444126074498568,0.0659025787965616,0.048710601719197714,0,0.05444126074498568,0.025787965616045846,0,0.03151862464183381,0,0.10315186246418337,"(0.3123209169054441, 0.25787965616045844, 0.24928366762177648)",0,0.45543355399999996,0.49560547299999996,0.59366273,1.598122326057533e-06,-0.0003504424405233632,7.565594769120999e-05
356,Q9UKN7,0.08640226628895184,0,0.012747875354107648,0.04079320113314448,0.061189801699716724,0.041359773371104816,0.06515580736543909,0.026628895184135973,0.02946175637393768,0,0.04702549575070822,0.10623229461756374,0.018413597733711047,0.02152974504249292,0,0.10113314447592067,0.05240793201133145,0.0764872521246459,0.06912181303116148,0.04050991501416431,0,0.055240793201133134,0.012181303116147308,0,0.03597733711048159,0,0.08951841359773371,"(0.2804532577903683, 0.25694050991501416, 0.27223796033994335)",0,0.450568773,0.446722189,0.429330562,0.00030341086726001673,-0.00017522122026168157,0.00015718855375808865
357,Q86SX6,0.08917197452229299,0,0.012738853503184714,0.07006369426751592,0.044585987261146494,0.01910828025477707,0.1592356687898089,0.01910828025477707,0.03184713375796178,0,0.06369426751592358,0.12101910828025478,0.012738853503184714,0.03184713375796178,0,0.03821656050955414,0.05732484076433121,0.044585987261146494,0.050955414012738856,0.012738853503184714,0,0.07643312101910828,0.01910828025477707,0,0.025477707006369428,0,0.06369426751592358,"(0.2929936305732484, 0.2802547770700637, 0.267515923566879)",0,0.484803209,0.559525748,0.485477166,0.0006079742135992997,-0.0003504424405233632,0.00013866879928261028
358,Q9UGJ0,0.06502636203866433,0,0.005272407732864675,0.043936731107205626,0.05799648506151143,0.050966608084358524,0.05272407732864675,0.02460456942003515,0.061511423550087874,0,0.07205623901581723,0.07908611599297012,0.02284710017574693,0.029876977152899824,0,0.08260105448154657,0.03163444639718805,0.054481546572934976,0.1195079086115993,0.050966608084358524,0,0.0632688927943761,0.0035149384885764497,0,0.0281195079086116,0,0.08260105448154657,"(0.28646748681898065, 0.28471001757469244, 0.22495606326889278)",0,0.524042501,0.51615412,0.411568951,0.0017092300107841285,-0.0008761061013084107,6.001387010949917e-05
359,P18545,0.057471264367816084,0,0.011494252873563218,0.03448275862068965,0.06896551724137931,0.057471264367816084,0.11494252873563217,0.02298850574712644,0.057471264367816084,0,0.09195402298850576,0.057471264367816084,0.02298850574712644,0.02298850574712644,0,0.11494252873563217,0.057471264367816084,0.057471264367816084,0.02298850574712644,0.057471264367816084,0,0.045977011494252866,0.011494252873563218,0,0.011494252873563218,0,0.08045977011494253,"(0.24137931034482757, 0.27586206896551724, 0.2068965517241379)",0,0.515282382,0.53276619,0.37966612299999997,0.00020564349759156014,-0.0003504424405233632,0.00013642415619351727
360,P16234,0.04958677685950413,0,0.015610651974288337,0.060606060606060615,0.08631772268135904,0.02938475665748393,0.053259871441689616,0.02295684113865932,0.0642791551882461,0,0.06336088154269973,0.09550045913682276,0.02387511478420569,0.040404040404040414,0,0.04683195592286502,0.02295684113865932,0.040404040404040414,0.08539944903581267,0.06244260789715335,0,0.08172635445362718,0.011937557392102845,0,0.04315886134067952,0,0.0844811753902663,"(0.32598714416896235, 0.22589531680440772, 0.25528007346189163)",0,0.465046643,0.568237248,0.439219669,0.00468293862623315,-0.0003785167121057002,0.00018692750206580482
361,P35913,0.06323185011709602,0,0.024590163934426233,0.06557377049180327,0.09016393442622953,0.05269320843091335,0.043325526932084316,0.0234192037470726,0.0468384074941452,0,0.06791569086651053,0.10304449648711944,0.03629976580796253,0.03981264637002342,0,0.03747072599531616,0.03981264637002342,0.04566744730679157,0.05269320843091335,0.0468384074941452,0,0.07259953161592506,0.0117096018735363,0,0.03629976580796253,0,0.10070257611241218,"(0.3231850117096019, 0.17330210772833723, 0.2927400468384075)",0,0.49172147899999996,0.53276619,0.391050499,2.462449270558033e-06,-0.00017522122026168157,0.0001527285346694288
362,P08559,0.09487179487179488,0,0.030769230769230767,0.04871794871794872,0.07179487179487179,0.03333333333333333,0.09230769230769233,0.020512820512820516,0.05128205128205128,0,0.05897435897435897,0.07948717948717947,0.035897435897435895,0.03333333333333333,0,0.038461538461538464,0.030769230769230767,0.07179487179487179,0.05384615384615385,0.04358974358974359,0,0.05897435897435897,0.005128205128205128,0,0.04615384615384616,0,0.08461538461538462,"(0.2743589743589744, 0.21794871794871795, 0.28205128205128205)",0,0.67236128,0.538412125,0.680855542,1.5915504209496447e-05,-0.0007008848810467263,0.00011951874641283767
363,P22413,0.04,0,0.04108108108108108,0.05189189189189189,0.06486486486486487,0.046486486486486484,0.06918918918918919,0.032432432432432434,0.046486486486486484,0,0.0627027027027027,0.09621621621621622,0.017297297297297298,0.052972972972972966,0,0.0681081081081081,0.032432432432432434,0.04972972972972973,0.07243243243243243,0.04972972972972973,0,0.04972972972972973,0.011891891891891892,0,0.044324324324324316,0,0.1027027027027027,"(0.2951351351351351, 0.2627027027027027, 0.21837837837837837)",0,0.455847446,0.569351645,0.41664039700000005,4.857603601399586e-05,-0.00017522122026168157,4.39839112457612e-05
364,Q9UMX1,0.05371900826446281,0,0.012396694214876032,0.05578512396694215,0.08057851239669421,0.03925619834710744,0.07851239669421488,0.03512396694214876,0.051652892561983466,0,0.03099173553719008,0.1012396694214876,0.016528925619834708,0.02479338842975207,0,0.0950413223140496,0.04132231404958678,0.05785123966942149,0.07644628099173552,0.05991735537190083,0,0.0475206611570248,0.01859504132231405,0,0.022727272727272728,0,0.08057851239669422,"(0.2809917355371901, 0.2747933884297521, 0.25206611570247933)",0,0.497277519,0.5636154839999999,0.502716297,0.0012293867115646135,-0.0010513273215700903,0.0003546588850564166
365,Q9BZW8,0.040540540540540536,0,0.021621621621621626,0.03513513513513514,0.04864864864864865,0.040540540540540536,0.05945945945945946,0.021621621621621626,0.054054054054054064,0,0.06486486486486487,0.10810810810810813,0.005405405405405407,0.04864864864864865,0,0.04324324324324325,0.07567567567567568,0.04594594594594595,0.11081081081081083,0.05945945945945946,0,0.06756756756756757,0.016216216216216217,0,0.032432432432432434,0,0.0891891891891892,"(0.31891891891891894, 0.26216216216216215, 0.20270270270270271)",0,0.517046178,0.639057316,0.502863187,2.496924973481047e-05,-0.00017522122026168157,3.0095264597232893e-05
366,O43933,0.05923616523772408,0,0.014029618082618862,0.057677318784099776,0.06547155105222137,0.03585346843335931,0.05845674201091192,0.02650038971161341,0.053780202650038966,0,0.06001558846453624,0.1215900233826968,0.017926734216679657,0.03585346843335931,0,0.049103663289166016,0.06391270459859702,0.04598597038191738,0.09431021044427124,0.04442712392829306,0,0.06858924395947,0.011691348402182384,0,0.015588464536243182,0,0.06313328137178488,"(0.30709275136399067, 0.2377240841777085, 0.2642244738893219)",0,0.708402337,0.604567392,0.53968209,5.861935840908385e-48,-0.0003504424405233632,0.0001273723092599669
367,O60683,0.0920245398773006,0,0.030674846625766868,0.02147239263803681,0.05828220858895705,0.02147239263803681,0.07668711656441718,0.04294478527607362,0.027607361963190184,0,0.027607361963190184,0.15644171779141106,0.009202453987730062,0.003067484662576687,0,0.05214723926380368,0.04294478527607362,0.1196319018404908,0.061349693251533735,0.03987730061349693,0,0.05521472392638037,0.02147239263803681,0,0.03987730061349693,0,0.08282208588957055,"(0.3220858895705522, 0.1932515337423313, 0.3159509202453988)",0,0.717055078,0.733570444,0.642115852,0.00011987769504045976,-0.0005256636607850452,3.540461179751557e-05
368,Q92968,0.09181141439205956,0,0.0024813895781637717,0.04714640198511166,0.05459057071960298,0.052109181141439205,0.08188585607940446,0.01240694789081886,0.034739454094292806,0,0.04218362282878412,0.0794044665012407,0.017369727047146403,0.029776674937965264,0,0.07444168734491315,0.04218362282878412,0.0620347394540943,0.1042183622828784,0.05459057071960298,0,0.06451612903225806,0.014888337468982632,0,0.037220843672456566,0,0.1042183622828784,"(0.28287841191067, 0.29032258064516125, 0.24317617866004962)",0,0.43946289200000005,0.515199136,,0.0004980063218629931,0.00102325304998776,0.00025822778936444103
369,O75381,0.07161803713527852,0,0.002652519893899204,0.047745358090185666,0.10875331564986736,0.015915119363395226,0.06896551724137931,0.021220159151193636,0.04244031830238727,0,0.047745358090185666,0.08753315649867374,0.013262599469496022,0.02917771883289125,0,0.07427055702917773,0.07957559681697612,0.05305039787798409,0.11405835543766578,0.04244031830238727,0,0.0583554376657825,0.007957559681697613,0,0.013262599469496022,0,0.03713527851458887,"(0.22546419098143236, 0.2864721485411141, 0.28116710875331563)",0,0.484987916,0.520379073,0.506098041,0.0003240856686913884,-0.0007008848810467263,3.351659552547929e-05
370,P08237,0.08205128205128205,0,0.019230769230769232,0.05384615384615385,0.060256410256410264,0.03717948717948718,0.10384615384615384,0.02435897435897436,0.060256410256410264,0,0.0576923076923077,0.07948717948717947,0.029487179487179487,0.03717948717948718,0,0.028205128205128206,0.029487179487179487,0.061538461538461535,0.055128205128205134,0.07051282051282051,0,0.0782051282051282,0.01282051282051282,0,0.019230769230769232,0,0.06923076923076922,"(0.28717948717948716, 0.22435897435897437, 0.2512820512820513)",0,0.5475337920000001,0.44601339700000003,0.467511351,0.0006080698429501031,-0.0007008848810467263,6.388365832325938e-05
371,P46019,0.059919028340080976,0,0.015384615384615384,0.05587044534412956,0.061538461538461535,0.0340080971659919,0.06558704453441297,0.03157894736842105,0.0582995951417004,0,0.045344129554655874,0.11174089068825913,0.025101214574898785,0.03562753036437247,0,0.0437246963562753,0.048582995951417005,0.05425101214574899,0.0825910931174089,0.05425101214574899,0,0.07125506072874492,0.011336032388663968,0,0.0340080971659919,0,0.07935222672064778,"(0.32064777327935223, 0.22753036437246965, 0.2582995951417004)",0,0.721667189,0.51411266,0.427384635,1.1691618241811795e-05,-0.00017522122026168157,3.231213248923071e-05
372,Q93100,0.04666056724611162,0,0.018298261665141813,0.057639524245196715,0.06221408966148216,0.04025617566331199,0.061299176578225076,0.02195791399817017,0.0677035681610247,0,0.0585544373284538,0.11527904849039343,0.016468435498627632,0.043000914913083256,0,0.05306495882891125,0.0585544373284538,0.055809698078682524,0.061299176578225076,0.043000914913083256,0,0.06404391582799633,0.01280878316559927,0,0.042086001829826164,0,0.09515096065873742,"(0.3421774931381519, 0.21866422689844464, 0.24062214089661482)",0,0.7637434879999999,0.51411266,0.427384635,0.0006625399807723947,-0.00017522122026168157,0.0001273723092599669
373,P15735,0.07142857142857142,0,0.017241379310344827,0.054187192118226604,0.08866995073891626,0.04433497536945813,0.056650246305418726,0.036945812807881784,0.04433497536945813,0,0.036945812807881784,0.11330049261083745,0.027093596059113302,0.019704433497536943,0,0.059113300492610835,0.036945812807881784,0.08374384236453201,0.059113300492610835,0.04433497536945813,0,0.0665024630541872,0.017241379310344827,0,0.02216748768472906,0,0.08374384236453203,"(0.3078817733990148, 0.19458128078817732, 0.3004926108374384)",0,0.6451326479999999,0.45949405299999996,0.514514932,0.0008603510626987306,-0.0005256636607850452,4.737430755142809e-05
374,O14832,0.056213017751479286,0,0.02071005917159764,0.04437869822485207,0.06804733727810651,0.056213017751479286,0.0650887573964497,0.05029585798816568,0.056213017751479286,0,0.07692307692307693,0.07988165680473372,0.02958579881656805,0.04733727810650888,0,0.05029585798816568,0.04142011834319527,0.05029585798816568,0.05325443786982249,0.05029585798816568,0,0.06804733727810651,0.008875739644970414,0,0.026627218934911243,0,0.09171597633136094,"(0.2958579881656805, 0.21597633136094674, 0.2337278106508876)",0,0.547170811,0.54732611,0.45033268200000004,0.00039463241404247566,-0.0003504424405233632,0.00014866607629294873
375,P01009,0.062200956937799035,0,0.0071770334928229675,0.057416267942583726,0.07655502392344497,0.0645933014354067,0.057416267942583726,0.031100478468899517,0.04784688995215311,0,0.08133971291866028,0.12200956937799046,0.023923444976076555,0.045454545454545456,0,0.045454545454545456,0.0430622009569378,0.01674641148325359,0.05980861244019139,0.07177033492822966,0,0.0645933014354067,0.0071770334928229675,0,0.014354066985645932,0,0.0861244019138756,"(0.32057416267942584, 0.20813397129186603, 0.284688995215311)",0,0.530914564,0.514615586,0.512107534,0.0014719326114360199,-0.0007008848810467263,7.10061849558236e-05
376,P35237,0.06648936170212766,0,0.015957446808510637,0.04787234042553192,0.09308510638297872,0.07446808510638298,0.058510638297872335,0.013297872340425532,0.034574468085106384,0,0.07180851063829788,0.09574468085106384,0.05319148936170213,0.04521276595744681,0,0.026595744680851064,0.034574468085106384,0.0398936170212766,0.07446808510638298,0.06117021276595745,0,0.06382978723404255,0.007978723404255319,0,0.02127659574468085,0,0.10372340425531916,"(0.2978723404255319, 0.2047872340425532, 0.30851063829787234)",0,0.47103956799999996,0.541532586,0.344741455,0.0009654186009812713,-0.00017522122026168157,0.00024545988294489884
377,Q99697,0.07886435331230282,0,0.0220820189274448,0.031545741324921134,0.050473186119873815,0.044164037854889586,0.03785488958990536,0.00946372239747634,0.00946372239747634,0,0.06309148264984228,0.06309148264984228,0.028391167192429026,0.07570977917981073,0,0.07886435331230282,0.05993690851735016,0.06309148264984228,0.13880126182965302,0.044164037854889586,0,0.05678233438485805,0.012618296529968454,0,0.031545741324921134,0,0.08832807570977919,"(0.21766561514195584, 0.33123028391167186, 0.22082018927444794)",0,0.469476564,0.60818739,0.581985158,4.128298788957453e-06,0.0013736954905111244,0.000236874419953073
378,P98161,0.10481059725772716,0,0.022077620264931444,0.03555658842667906,0.05019753660237044,0.033929816407157795,0.08250058099000697,0.024633976295607717,0.01975366023704392,0,0.012084592145015106,0.11852196142226355,0.00906344410876133,0.02881710434580525,0,0.06995119683941436,0.03881013246572159,0.06460608877527306,0.0901696490820358,0.054613060655356725,0,0.09528236114338834,0.02068324424819893,0,0.02393678828724146,0,0.07854984894259819,"(0.312107831745294, 0.27143853125726236, 0.2825935393911225)",0,0.4659363,0.503111632,0.441612747,0.00043287102483571794,0.0010232530499877574,8.516386292041611e-05
379,Q13563,0.06301652892561982,0,0.013429752066115705,0.05681818181818181,0.08057851239669421,0.05578512396694215,0.07231404958677685,0.01859504132231405,0.054752066115702484,0,0.03512396694214876,0.09194214876033058,0.02479338842975207,0.03409090909090909,0,0.04338842975206612,0.04028925619834711,0.07954545454545454,0.08677685950413222,0.04028925619834711,0,0.0640495867768595,0.014462809917355372,0,0.029958677685950414,0,0.10020661157024792,"(0.31095041322314054, 0.23657024793388426, 0.2603305785123967)",0,0.441592098,0.45922182,0.48675298100000003,3.313124749957958e-05,-0.0005256636607850452,7.359807845320992e-05
380,Q99959,0.07945516458569807,0,0.01021566401816118,0.04426787741203178,0.048808172531214535,0.015891032917139614,0.07037457434733257,0.031782065834279234,0.04086265607264472,0,0.04767309875141884,0.10556186152099886,0.0170261066969353,0.05221339387060159,0,0.043132803632236094,0.059023836549375715,0.07037457434733257,0.09534619750283768,0.06469920544835414,0,0.059023836549375715,0.009080590238365494,0,0.03518728717366629,0,0.06015891032917139,"(0.2656072644721907, 0.26106696935300794, 0.2508513053348468)",0,0.430941377,0.532199063,0.374771943,0.0001398843348432581,-0.0008761061013084107,0.0001440221588417782
381,P14555,0.06944444444444445,0,0.09722222222222222,0.034722222222222224,0.02083333333333333,0.04166666666666666,0.09027777777777778,0.034722222222222224,0.027777777777777776,0,0.09722222222222222,0.08333333333333333,0.02083333333333333,0.04166666666666666,0,0.013888888888888888,0.027777777777777776,0.06944444444444445,0.06944444444444445,0.0763888888888889,0,0.027777777777777776,0.0,0,0.05555555555555555,0,0.0972222222222222,"(0.2361111111111111, 0.21527777777777776, 0.19444444444444442)",0,0.536642181,0.569989203,0.55471412,4.231463713251117e-06,-0.00017522122026168157,0.00011662258729977341
382,Q6DJT9,0.038,0,0.032,0.05,0.048,0.044000000000000004,0.054000000000000006,0.055999999999999994,0.026000000000000002,0,0.084,0.102,0.024,0.034,0,0.064,0.054000000000000006,0.036000000000000004,0.11800000000000001,0.068,0,0.042,0.0,0,0.026000000000000002,0,0.06999999999999999,"(0.24, 0.27, 0.21200000000000002)",0,0.540738452,0.575089836,0.62998135,1.2665478970353696e-05,-0.00017522122026168157,9.329542783065145e-05
